standard#13,standard#33,standard#36,standard#32,standard#43,standard#35,standard#49,standard#17,standard#27,standard#24,standard#6,standard#1,standard#5,standard#39,standard#18,standard#15,standard#31,standard#19,standard#16,standard#30,standard#7,standard#23,standard#12,standard#41,standard#47,standard#22,standard#42,standard#21,standard#26,standard#3,standard#0,standard#45,standard#44,standard#29,standard#11,standard#10,standard#34,standard#40,standard#28,standard#38,standard#14,standard#8,standard#9,standard#37,standard#25,standard#46,standard#4,standard#20,standard#48,standard#2
0.6418655706404697,0.7152062263955218,0.6569018218593725,0.6462993523382847,0.72388710266348,0.6307333318452683,0.6830120780975854,0.7303692990288363,0.6594981129012997,0.6037478335256956,0.6895826884326336,0.6626121558563901,0.7412065874919856,0.8063023758757757,0.6237927786557262,0.575356133620256,0.6514654339064307,0.6819637728456891,0.6220938553576321,0.6265685534311813,0.777564992915376,0.6960488917179323,0.6567255356090089,0.6314844637865602,0.6009043369235572,0.6123779008534305,0.5598756768259473,0.8651513233962249,0.6338007000250132,0.5878181358295986,0.6206225207056499,0.7196285263372091,0.6892816272061352,0.631784088320571,0.5871476960841097,0.7172543670644481,0.6260166734956992,0.6524279800513697,0.7660433368682212,0.7757348742173918,0.701265802119568,0.6686309219638358,0.7118471688770974,0.6439551169855574,0.814789557127868,0.7486997933706485,0.6293043301899759,0.6124778739005822,0.6977894237887761,0.6838202584947892
