8,18,19,15,31,44,20,41,14,24,33,5,45,51,28,49,9,36,54,29,11,4,50,34,32,43,16,26,48,22,27,10,53,21,52,39,13,42,0,25,47,35,40,2,7,12,1,23,30,17,37,46,38,3,6
0.02,0.06,0.0,0.06,0.1,0.14,0.16,0.06,0.14,0.06,0.16,0.08,0.06,0.12,0.18,0.04,0.0,0.18,0.14,0.0,0.16,0.16,0.08,0.18,0.18,0.0,0.12,0.02,0.0,0.12,0.12,0.18,0.16,0.02,0.1,0.08,0.12,0.08,0.08,0.18,0.06,0.0,0.16,0.14,0.14,0.18,0.1,0.06,0.06,0.08,0.18,0.08,0.1,0.04,0.08
