10,26,54,47,8,2,21,43,27,0,9,41,25,53,35,44,13,6,42,14,46,5,38,30,16,39,11,32,31,17,50,36,22,19,51,48,23,34,37,20,4,1,28,18,29,12,45,40,24,3,15,52,7,49,33
84,83,86,86,81,88,84,89,81,82,83,80,80,87,81,91,85,85,85,81,85,86,91,84,86,85,81,86,89,84,80,83,86,81,84,84,85,91,82,87,90,81,93,83,83,90,83,89,84,81,88,76,90,82,90
