10,26,54,47,8,2,21,43,27,0,9,41,25,53,35,44,13,6,42,14,46,5,38,30,16,39,11,32,31,17,50,36,22,19,51,48,23,34,37,20,4,1,28,18,29,12,45,40,24,3,15,52,7,49,33
90,83,89,79,83,80,82,88,80,88,89,83,81,86,82,86,85,90,86,83,92,87,91,82,79,88,88,86,82,80,89,90,81,87,84,85,82,87,84,87,81,82,89,79,84,82,82,85,83,88,84,89,79,82,79
