standard#13,standard#33,standard#36,standard#32,standard#43,standard#35,standard#49,standard#17,standard#27,standard#24,standard#6,standard#1,standard#5,standard#39,standard#18,standard#15,standard#31,standard#19,standard#16,standard#30,standard#7,standard#23,standard#12,standard#41,standard#47,standard#22,standard#42,standard#21,standard#26,standard#3,standard#0,standard#45,standard#44,standard#29,standard#11,standard#10,standard#34,standard#40,standard#28,standard#38,standard#14,standard#8,standard#9,standard#37,standard#25,standard#46,standard#4,standard#20,standard#48,standard#2
0.6888765923236506,0.6906955942909044,0.7322372905407685,0.6761372654516121,0.8182985440576056,0.7455590000450427,0.6863910502830709,0.7935224957965774,0.7099239464732702,0.6951526145990967,0.7026619036325217,0.6985344915890722,0.7190543804232786,0.9047813312313612,0.767350560075192,0.6999351175471107,0.6992838259513223,0.7701604029606565,0.8142475361508119,0.6953701265276029,0.8426113997752646,0.7155165879004164,0.7750985200964484,0.7977288893661711,0.7991925847742692,0.7793410645584371,0.7469353250231702,0.7537066389463799,0.8056754614173016,0.6771861591041064,0.7220438796740583,0.7800950146890703,0.682147442661157,0.7014758776074338,0.7107027450003808,0.7256243598327355,0.7294392644938711,0.8376307842894851,0.8137835079479284,0.7771033370574275,0.7927606236129399,0.763749606312649,0.6958085936792334,0.7757750768979642,0.8024702259761463,0.7744646775999687,0.643611449875196,0.6669452951833055,0.8860274589866345,0.7468496889467566
