8,18,19,15,31,44,20,41,14,24,33,5,45,51,28,49,9,36,54,29,11,4,50,34,32,43,16,26,48,22,27,10,53,21,52,39,13,42,0,25,47,35,40,2,7,12,1,23,30,17,37,46,38,3,6
3,4,0,1,3,3,0,0,0,0,1,5,0,0,0,0,1,6,5,0,0,5,6,0,0,0,5,3,0,6,0,0,0,4,4,0,3,0,0,0,3,0,0,0,0,0,0,9,6,0,0,0,0,0,0
