9,31,30,47,20,46,14,33,41,51,13,37,32,24,2,11,44,12,40,22,19,18,17,6,8,48,0,49,45,36,38,39,54,50,29,27,5,28,16,7,15,35,53,23,25,3,26,52,4,10,43,42,21,34,1
1,6,3,16,8,5,6,5,8,8,9,6,8,7,10,3,3,12,7,7,8,6,12,6,11,12,8,7,8,8,8,9,8,8,8,5,7,7,8,0,15,4,7,7,5,5,7,3,5,10,9,12,10,3,7
