9,31,30,47,20,46,14,33,41,51,13,37,32,24,2,11,44,12,40,22,19,18,17,6,8,48,0,49,45,36,38,39,54,50,29,27,5,28,16,7,15,35,53,23,25,3,26,52,4,10,43,42,21,34,1
8,8,6,19,13,6,19,10,15,10,15,14,6,17,6,19,7,9,23,17,8,14,11,7,11,11,10,3,8,7,10,15,17,15,13,16,12,9,21,6,14,6,7,16,8,14,10,6,16,7,12,15,10,21,10
