standard#13,standard#33,standard#36,standard#32,standard#43,standard#35,standard#49,standard#17,standard#27,standard#24,standard#6,standard#1,standard#5,standard#39,standard#18,standard#15,standard#31,standard#19,standard#16,standard#30,standard#7,standard#23,standard#12,standard#41,standard#47,standard#22,standard#42,standard#21,standard#26,standard#3,standard#0,standard#45,standard#44,standard#29,standard#11,standard#10,standard#34,standard#40,standard#28,standard#38,standard#14,standard#8,standard#9,standard#37,standard#25,standard#46,standard#4,standard#20,standard#48,standard#2
0.6928591722858676,0.6967797874815738,0.6572103144775817,0.6649724625031307,0.7582825153244775,0.7488241176637878,0.7862977802541538,0.8328278643457777,0.7520644479123108,0.6760900261228062,0.6760220495703098,0.6885060520485216,0.6427749995575256,0.7573087424306992,0.7888034077882297,0.6867726197976238,0.7132306623729058,0.7203901907236457,0.7610263034702055,0.6060043605782767,0.7591767661273119,0.7110901386197804,0.7534400797570253,0.7424233842546161,0.7076610237309956,0.7634508920752976,0.6557154140898023,0.7833992604492148,0.7712528168188776,0.6468515503454868,0.700139683413225,0.760166500314015,0.7060805286005812,0.6581826430010396,0.727778555791425,0.6985479712118066,0.6570274275990642,0.8284991186461487,0.7679642522706578,0.788039704066403,0.7607002949405105,0.7786051420615453,0.7081458844551289,0.7912105060159251,0.6599614120713818,0.7302420563617258,0.637006220399462,0.6567414594426004,0.7332244351462045,0.6744799137234485
