standard#13,standard#33,standard#36,standard#32,standard#43,standard#35,standard#49,standard#17,standard#27,standard#24,standard#6,standard#1,standard#5,standard#39,standard#18,standard#15,standard#31,standard#19,standard#16,standard#30,standard#7,standard#23,standard#12,standard#41,standard#47,standard#22,standard#42,standard#21,standard#26,standard#3,standard#0,standard#45,standard#44,standard#29,standard#11,standard#10,standard#34,standard#40,standard#28,standard#38,standard#14,standard#8,standard#9,standard#37,standard#25,standard#46,standard#4,standard#20,standard#48,standard#2
0.7084848071737322,0.7634068573510073,0.7225317317146057,0.7422050941226206,0.8307433646851196,0.753564483197973,0.7929921071290201,0.7724644696667335,0.7236462603240618,0.764486599089838,0.7629483699610047,0.7152790488198875,0.7424252895589732,0.819173019828219,0.7812888580778797,0.7362380180618365,0.7327933629681963,0.753799455490326,0.7475996225294171,0.7024537242304528,0.8283452327170607,0.7855175104758875,0.7987848461863488,0.8302348437646292,0.7464428229454042,0.7845040814575891,0.7242617255747449,0.8118439926273523,0.743298915193426,0.735850967760972,0.7535737741925398,0.760890507056363,0.742153273690149,0.7310212715370248,0.7029377013202242,0.833058651544773,0.7299563175519002,0.8125013723351612,0.8282105853810252,0.8289215548223623,0.7572122662018606,0.7569423006309669,0.7611983707687481,0.816698131407985,0.7727664118265843,0.8199512284809367,0.717890047912104,0.7023626216290799,0.8311228178945158,0.7608023318026595
